Image,Label,area,perimeter,circularity,eccentricity,mean_gray,std_gray,mean_h,mean_s,mean_v,std_h,std_s,std_v,grad_mean,grad_std
182,Lymphocyte,40.5,53.899494647979736,0.1751844283802482,0.8417085206709318,68.42916666666666,43.13377748837524,130.75,137.90555555555557,110.35833333333333,19.505519161964862,40.7389994998271,38.75513496442907,97.38571166992188,105.82282257080078
183,Tumor,239.0,74.7695517539978,0.5372274693839058,0.8858035884061463,113.13758723828515,21.17735987434162,152.9571286141575,102.23280159521435,148.46261216350945,4.024743575417913,14.964469079223921,20.85866955654484,36.04866027832031,27.82893180847168
184,Plasma,83.5,68.72792172431946,0.2221416107489685,0.831732629340041,90.8375,45.273827175127714,135.55416666666667,112.74861111111112,129.88888888888889,8.984855120021392,39.89878685518434,37.59563935838083,92.21688079833984,69.6847152709961
185,Plasma,181.0,115.11269748210907,0.17164927633046753,0.686804522955212,106.81760204081633,63.7998196399216,134.2767857142857,106.18112244897958,144.7155612244898,24.020105776309663,51.66624495865617,53.38254284218085,118.78374481201172,101.19459533691406
186,Fibroblast,115.0,74.48528122901917,0.2604754401756702,0.9809941518308055,115.1882911392405,31.22143234360211,145.04272151898735,89.86155063291139,148.8132911392405,9.243869548998576,24.029168248390587,27.61076565956914,73.64572143554688,49.401737213134766
187,Lymphocyte,116.0,50.97056245803833,0.5610854425466436,0.7440843483799002,114.61481481481482,67.68114625432285,134.01185185185184,94.75555555555555,145.46814814814815,29.440458560870795,53.36161287287954,57.51562834550322,106.86101531982422,83.33197021484375
188,Tumor,924.0,280.4507910013199,0.14762791860735808,0.5314940129228887,123.2722800925926,41.57339833594706,141.24160879629628,91.18055555555556,159.64004629629628,16.659922738491886,36.60041889897225,35.63138432719019,107.61901092529297,67.11012268066406
189,Plasma,85.0,48.14213526248932,0.4608696318431928,0.8092003978919378,50.55851851851852,20.19682551214858,149.8162962962963,170.38814814814813,86.57333333333332,9.020570790902902,18.007171624216337,27.565386776683347,41.843101501464844,33.13697052001953
190,Fibroblast,159.5,75.89949476718903,0.3479307244764312,0.975814108948642,134.1135135135135,69.01285751271017,127.96036036036037,82.1027027027027,166.5981981981982,38.887250462314604,55.700731001817566,50.6035179882738,114.20677185058594,116.3736572265625
191,Tumor,523.0,208.02438509464264,0.15187386977705408,0.39929451188507503,107.40448113207547,21.29696796962726,151.45951257861637,106.73270440251572,143.5503144654088,5.262818649713741,15.348675999914718,21.737061138643785,41.79576110839844,28.770160675048828
192,Tumor,698.0,303.1370824575424,0.09545246621445055,0.6119668427070767,94.840625,22.633675798794386,149.01145833333334,114.22881944444445,130.1798611111111,5.316399610423071,17.367696386480077,23.018205596214525,39.96978759765625,34.30792236328125
193,Fibroblast,311.0,92.083261013031,0.4609022956181242,0.7841417993595657,133.7020097020097,57.81456403359725,152.18988218988218,101.59112959112959,173.46985446985448,33.6571311254019,46.647828836676425,52.32959301756723,103.52176666259766,84.93058013916016
194,Fibroblast,331.5,164.66904640197754,0.1536276741975774,0.8455235537002658,71.1304347826087,13.641593382876138,164.12395929694728,172.53376503237743,126.81961147086032,6.481410795234785,8.539456096929005,28.2848897831211,31.803321838378906,20.08946418762207
195,Plasma,84.0,88.14213538169861,0.13586951166687297,0.7692802964712634,77.18774703557312,44.04967470889796,130.12845849802372,129.11660079051381,121.26086956521738,8.894490255900443,39.13683607360836,47.8167112621069,102.98928833007812,79.72520446777344
196,Lymphocyte,369.0,137.79898941516876,0.24419915960459437,0.7643430567060151,120.24814814814815,44.09475798500123,146.23703703703706,89.59907407407408,153.1324074074074,13.061369338573325,35.812078955886655,36.89487149120505,67.74788665771484,47.25028991699219
197,Plasma,170.0,111.11269760131836,0.17303398200950945,0.7189713764663472,89.13565217391304,31.599653799161203,155.85565217391306,137.94260869565218,134.1008695652174,10.005999863597655,20.232780379630444,40.10725077166525,74.54971313476562,49.38127136230469
198,Tumor,259.5,100.3847758769989,0.32360223968750196,0.6893609034750823,93.22478991596638,36.6038567180637,149.57703081232492,125.8578431372549,131.96498599439775,7.440074630785509,27.560985880169056,38.06950603075348,56.741031646728516,40.98848342895508
199,Plasma,151.5,75.21320271492004,0.336538172878686,0.6380485002961067,104.22767857142857,36.611806196148024,144.87425595238093,104.42261904761904,140.61458333333331,9.094320132510537,28.989632182781698,33.01945622973441,67.57257080078125,45.0665168762207
200,Lymphocyte,151.5,63.55634903907776,0.4713077854836763,0.9418301650733114,101.02431289640592,53.793478317704256,136.77589852008458,110.87315010570825,140.84989429175477,11.993236751883867,46.35314369323797,45.97430899672848,88.09136199951172,74.79496765136719
201,Plasma,79.5,51.899494886398315,0.3708947879178704,0.9480543554058046,88.98245614035088,42.16648965834985,139.66447368421052,115.71929824561403,126.03728070175438,7.277046416476602,32.71816351919749,39.44228423390148,63.75051498413086,53.96346664428711
202,Plasma,267.0,119.4558435678482,0.23512907011327117,0.7747186660471761,105.83418367346938,52.042129272653426,136.50510204081633,100.24107142857142,141.30612244897958,10.745192303660623,45.31895801973937,46.52871796179947,94.63079833984375,72.9813461303711
203,Plasma,228.5,130.5269112586975,0.1685372666055945,0.6367039047674491,97.5188940092166,61.62394398697233,134.15115207373273,114.90138248847926,136.57695852534562,23.138517193964613,52.55336938801762,52.465383136081186,110.96761322021484,91.84310150146484
204,Plasma,186.0,110.2842708826065,0.19217445389392848,0.7395979780561508,107.70982142857143,34.76790424291206,145.12946428571428,100.97172619047619,142.56845238095238,6.845851260063644,29.943261395055934,29.283833992822064,58.611270904541016,40.210182189941406
205,Tumor,173.5,109.21320307254791,0.18279278680216557,0.7565777349618034,114.80437352245863,29.0855939867593,142.33392434988178,95.85165484633569,152.83037825059102,9.293746236843816,24.959965170802572,26.25504925611163,78.23794555664062,47.67111587524414
206,Plasma,59.5,54.72792184352875,0.24963697721904476,0.9247811774482867,89.93650793650794,20.87690530483577,153.59325396825395,122.98412698412697,127.46031746031746,6.175607589074493,12.707318305746476,26.78956821187278,57.591461181640625,40.96550369262695
207,Fibroblast,465.0,118.28427040576935,0.4176464805549294,0.7000912905077613,106.7760348583878,37.69690429502108,156.9764705882353,123.06230936819172,151.07538126361655,9.38572432444355,23.358791804793185,44.4226186231062,69.4886474609375,42.71741485595703
208,Plasma,35.0,28.485281229019165,0.5420469247268611,0.9709305364473402,78.40946502057614,31.13159102577479,141.53909465020578,124.65226337448561,114.36625514403293,6.151174601210384,30.195461753631005,27.24295531639535,56.518943786621094,44.94697570800781
209,Tumor,613.5,175.2964630126953,0.250886980330118,0.6135281682486776,134.75189325640102,40.226411613899074,141.06635412910205,78.20375045077533,167.31950955643708,12.472194690750472,34.04979214491485,33.73791626733434,87.38151550292969,55.50110626220703
210,Fibroblast,176.0,62.62741672992706,0.5638888865455399,0.9123999589402004,161.71616541353384,73.69473386090611,133.3515037593985,64.15037593984962,187.70864661654133,26.689289507786388,56.69364264536211,60.409720129613945,113.22399139404297,116.39483642578125
211,Fibroblast,104.0,54.14213538169861,0.44583323709359834,0.9643123047019324,151.83602150537635,37.16784789983022,149.42741935483872,64.54569892473118,181.5725806451613,15.384938899884329,25.136307069926858,31.74431793718773,89.7847900390625,67.29503631591797
212,Tumor,171.0,93.79898929595947,0.2442359877066728,0.9351048055993273,90.62512462612163,26.668995872302936,157.49950149551344,135.98205383848455,134.16500498504485,6.9999821784953795,26.463516844850762,29.991926325942384,62.522178649902344,44.058956146240234
213,Fibroblast,383.5,114.87005698680878,0.36522589266703365,0.7596159101119269,84.68190212373038,25.615920057082565,161.71283471837486,153.39012003693443,135.98291782086795,6.313207922504894,16.03391702560898,36.864256298068526,44.194278717041016,28.92887306213379
214,Plasma,186.0,110.28427064418793,0.19217445472483502,0.7405581991682415,93.46133333333333,45.64819643997145,138.66533333333334,118.54533333333333,135.48266666666666,21.39922112808985,39.26708475159429,39.84542256716015,101.60791778564453,87.15443420410156
215,Lymphocyte,119.5,60.72792172431946,0.4071935892153975,0.6178520304086174,104.73160173160173,63.3472310785029,132.84415584415584,106.00649350649351,140.57142857142858,14.976372388369304,53.093664285596276,55.746006066188045,107.17364501953125,73.89706420898438
216,Fibroblast,450.5,193.154327750206,0.15173849520436605,0.9671126752726376,139.92688172043012,41.90891336349095,146.96989247311828,76.06720430107526,169.70376344086023,14.618119445314104,32.80134569313952,33.405699192273744,59.10676193237305,43.717796325683594
217,Lymphocyte,137.0,98.62741661071777,0.17698445217520595,0.8674180305635896,79.22867513611615,56.84310222265805,146.8366606170599,136.6660617059891,113.47005444646098,13.42285205422351,48.122132796553345,62.72807757849709,108.58229064941406,106.32554626464844
218,Lymphocyte,115.0,82.62741672992706,0.2116700215459426,0.6757179474091937,93.375,41.44829810518553,141.8252551020408,108.9515306122449,128.7423469387755,10.545035824840303,36.414390765191754,37.766906507482666,72.22029113769531,61.61443328857422
